"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Derivatization]"	"Term Source REF"	"Term Accession Number"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Scan m/z range]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Native spectrum identifier format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data file content]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data file checksum type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Raw data file format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument manufacturer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument software]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Number of scans]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Time range]"	"Unit"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Parameter Value[Data Transformation software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Injection Order]"	"Term Source REF"	"Term Accession Number"
"PS__AZ_79"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_79"	"rat_plasma_sunitinib/RP_C18_positive/AZ_79.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_79.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"23"	""	""
"PS__QC13"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC13"	"rat_plasma_sunitinib/RP_C18_positive/QC13.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/QC13.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"24"	""	""
"PS__AZ_130"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_130"	"rat_plasma_sunitinib/RP_C18_positive/AZ_130.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_130.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"25"	""	""
"PS__AZ_66"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_66"	"rat_plasma_sunitinib/RP_C18_positive/AZ_66.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_66.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"26"	""	""
"PS__AZ_134"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_134"	"rat_plasma_sunitinib/RP_C18_positive/AZ_134.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_134.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"27"	""	""
"PS__AZ_115"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_115"	"rat_plasma_sunitinib/RP_C18_positive/AZ_115.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_115.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"28"	""	""
"PS__QC14"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC14"	"rat_plasma_sunitinib/RP_C18_positive/QC14.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/QC14.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"29"	""	""
"PS__AZ_74"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_74"	"rat_plasma_sunitinib/RP_C18_positive/AZ_74.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_74.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"30"	""	""
"PS__AZ_95"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_95"	"rat_plasma_sunitinib/RP_C18_positive/AZ_95.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_95.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"31"	""	""
"PS__AZ_114"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_114"	"rat_plasma_sunitinib/RP_C18_positive/AZ_114.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_114.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"32"	""	""
"PS__AZ_106"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_106"	"rat_plasma_sunitinib/RP_C18_positive/AZ_106.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_106.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"33"	""	""
"PS__QC15"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"QC15"	"rat_plasma_sunitinib/RP_C18_positive/QC15.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/QC15.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"34"	""	""
"PS__AZ_82"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_82"	"rat_plasma_sunitinib/RP_C18_positive/AZ_82.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_82.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"35"	""	""
"PS__AZ_120"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_120"	"rat_plasma_sunitinib/RP_C18_positive/AZ_120.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_120.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"36"	""	""
"PS__AZ_78"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_78"	"rat_plasma_sunitinib/RP_C18_positive/AZ_78.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_78.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"37"	""	""
"PS__AZ_116"	"Extraction"	""	""	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	""	""	""	"Hypersil GOLD C18 (1.9 �m, 2.1 mm x 100 mm; Thermo Scientific)"	""	""	"reverse phase"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	"150-2000"	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Thermo Scientific Q Exactive Focus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	""	""	""	""	""	""	""	"AZ_116"	"rat_plasma_sunitinib/RP_C18_positive/AZ_116.raw"	"Data transformation"	""	"rat_plasma_sunitinib/RP_C18_positive/AZ_116.mzML"	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"MS:Conversion to mzML"	"MS:peak picking"	"m_MTBLS2746_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"	"38"	""	""
